category_id,topic_id,top_keywords,top_keyword_ids,top_keyword_weights,active,paper_documents,train_documents,validation_documents,replay_documents,name,domain,status,analysis_scope,uniform_assigned_papers
N0070,69,Artificial neural network | Artificial intelligence | Machine learning | Mean squared error | Backpropagation | Wavelet | Deep learning | Convolutional neural network | Statistics | Data mining | Mean absolute percentage error | Pattern recognition (psychology) | Recurrent neural network | Perceptron | Extreme learning machine,https://openalex.org/keywords/artificial-neural-network | https://openalex.org/keywords/artificial-intelligence | https://openalex.org/keywords/machine-learning | https://openalex.org/keywords/mean-squared-error | https://openalex.org/keywords/backpropagation | https://openalex.org/keywords/wavelet | https://openalex.org/keywords/deep-learning | https://openalex.org/keywords/convolutional-neural-network | https://openalex.org/keywords/statistics | https://openalex.org/keywords/data-mining | https://openalex.org/keywords/mean-absolute-percentage-error | https://openalex.org/keywords/pattern-recognition | https://openalex.org/keywords/recurrent-neural-network | https://openalex.org/keywords/perceptron | https://openalex.org/keywords/extreme-learning-machine,10.2602 | 3.835 | 2.23413 | 1.4227 | 0.777532 | 0.698376 | 0.679736 | 0.652513 | 0.608122 | 0.51169 | 0.504955 | 0.487082 | 0.460758 | 0.458124 | 0.430286,True,512,349,51,112,Artificial neural network / Artificial intelligence / Machine learning,待主题范围审阅,NMF关键词主题,待主题范围审阅,499
N0071,70,Nanorod | Chemical engineering | Hydrothermal circulation | Rod | Visible spectrum | Optoelectronics | Field electron emission | Template | Nanochemistry | Noble metal | Wurtzite crystal structure | Field emission microscopy | Nanostructure | Photothermal therapy | Photoelectric effect,https://openalex.org/keywords/nanorod | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/hydrothermal-circulation | https://openalex.org/keywords/rod | https://openalex.org/keywords/visible-spectrum | https://openalex.org/keywords/optoelectronics | https://openalex.org/keywords/field-electron-emission | https://openalex.org/keywords/template | https://openalex.org/keywords/nanochemistry | https://openalex.org/keywords/noble-metal | https://openalex.org/keywords/wurtzite-crystal-structure | https://openalex.org/keywords/field-emission-microscopy | https://openalex.org/keywords/nanostructure | https://openalex.org/keywords/photothermal-therapy | https://openalex.org/keywords/photoelectric-effect,12.1538 | 0.916407 | 0.184863 | 0.131114 | 0.122897 | 0.108413 | 0.107825 | 0.095922 | 0.0843139 | 0.0756809 | 0.0727094 | 0.0693757 | 0.0627021 | 0.0626787 | 0.0587364,True,264,226,18,20,Nanorod / Chemical engineering / Hydrothermal circulation,待主题范围审阅,NMF关键词主题,待主题范围审阅,377
N0072,71,Converters | Voltage droop | Voltage source | Electronic engineering | Microgrid | Switched capacitor | Boost converter | Power electronics | Power (physics) | Automatic frequency control | Control (management) | Network topology | Resonant converter | Output impedance | Series and parallel circuits,https://openalex.org/keywords/converters | https://openalex.org/keywords/voltage-droop | https://openalex.org/keywords/voltage-source | https://openalex.org/keywords/electronic-engineering | https://openalex.org/keywords/microgrid | https://openalex.org/keywords/switched-capacitor | https://openalex.org/keywords/boost-converter | https://openalex.org/keywords/power-electronics | https://openalex.org/keywords/power | https://openalex.org/keywords/automatic-frequency-control | https://openalex.org/keywords/control | https://openalex.org/keywords/network-topology | https://openalex.org/keywords/resonant-converter | https://openalex.org/keywords/output-impedance | https://openalex.org/keywords/series-and-parallel-circuits,7.66512 | 3.52871 | 1.67872 | 1.25262 | 1.21764 | 1.1744 | 0.325642 | 0.290574 | 0.283983 | 0.207953 | 0.19564 | 0.176666 | 0.15386 | 0.139868 | 0.136182,True,84,75,3,6,Converters / Voltage droop / Voltage source,待主题范围审阅,NMF关键词主题,待主题范围审阅,71
N0073,72,Annealing (glass) | Metallurgy | Composite material | Ion implantation | Grain size | Thin film | Recrystallization (geology) | Contact resistance | Microstructure | Silicide | Vacuum evaporation | Simulated annealing | Atomic force microscopy | Thermal treatment | Crystallography,https://openalex.org/keywords/annealing | https://openalex.org/keywords/metallurgy | https://openalex.org/keywords/composite-material | https://openalex.org/keywords/ion-implantation | https://openalex.org/keywords/grain-size | https://openalex.org/keywords/thin-film | https://openalex.org/keywords/recrystallization | https://openalex.org/keywords/contact-resistance | https://openalex.org/keywords/microstructure | https://openalex.org/keywords/silicide | https://openalex.org/keywords/vacuum-evaporation | https://openalex.org/keywords/simulated-annealing | https://openalex.org/keywords/atomic-force-microscopy | https://openalex.org/keywords/thermal-treatment | https://openalex.org/keywords/crystallography,15.2539 | 0.653074 | 0.521511 | 0.438107 | 0.436106 | 0.325002 | 0.266553 | 0.202751 | 0.114445 | 0.113599 | 0.111015 | 0.0933391 | 0.0921172 | 0.0890531 | 0.0849045,True,86,73,9,4,Annealing (glass) / Metallurgy / Composite material,待主题范围审阅,NMF关键词主题,待主题范围审阅,85
N0074,73,Electric power transmission | Transmission line | Transmission (telecommunications) | Power transmission | Overhead (engineering) | Telecommunications | Electronic engineering | Overhead line | Tower | Line (geometry) | Transmission tower | Engineering | Wireless | High voltage | Lightning (connector),https://openalex.org/keywords/electric-power-transmission | https://openalex.org/keywords/transmission-line | https://openalex.org/keywords/transmission | https://openalex.org/keywords/power-transmission | https://openalex.org/keywords/overhead | https://openalex.org/keywords/telecommunications | https://openalex.org/keywords/electronic-engineering | https://openalex.org/keywords/overhead-line | https://openalex.org/keywords/tower | https://openalex.org/keywords/line | https://openalex.org/keywords/transmission-tower | https://openalex.org/keywords/engineering | https://openalex.org/keywords/wireless | https://openalex.org/keywords/high-voltage | https://openalex.org/keywords/lightning,7.58737 | 6.26701 | 2.4696 | 1.80261 | 1.62739 | 1.26056 | 0.71627 | 0.490545 | 0.485478 | 0.362816 | 0.319257 | 0.27107 | 0.250765 | 0.210858 | 0.204843,True,341,307,12,22,Electric power transmission / Transmission line / Transmission (telecommunications),待主题范围审阅,NMF关键词主题,待主题范围审阅,330
N0075,74,Carbon nanotube | Carbon nanofiber | Nanofiber | Electrospinning | Nanotube | Carbon nanotube supported catalyst | Electrode | Polyacrylonitrile | Buckypaper | Catalysis | Field electron emission | Electrophoretic deposition | Chirality (physics) | Optical properties of carbon nanotubes | Acetylene,https://openalex.org/keywords/carbon-nanotube | https://openalex.org/keywords/carbon-nanofiber | https://openalex.org/keywords/nanofiber | https://openalex.org/keywords/electrospinning | https://openalex.org/keywords/nanotube | https://openalex.org/keywords/carbon-nanotube-supported-catalyst | https://openalex.org/keywords/electrode | https://openalex.org/keywords/polyacrylonitrile | https://openalex.org/keywords/buckypaper | https://openalex.org/keywords/catalysis | https://openalex.org/keywords/field-electron-emission | https://openalex.org/keywords/electrophoretic-deposition | https://openalex.org/keywords/chirality | https://openalex.org/keywords/optical-properties-of-carbon-nanotubes | https://openalex.org/keywords/acetylene,13.572 | 1.28854 | 1.14441 | 0.652667 | 0.404658 | 0.214908 | 0.145351 | 0.118251 | 0.102984 | 0.098048 | 0.091845 | 0.089003 | 0.0844312 | 0.0834331 | 0.0826609,True,153,129,10,14,Carbon nanotube / Carbon nanofiber / Nanofiber,待主题范围审阅,NMF关键词主题,待主题范围审阅,152
N0076,75,Fabrication | Electrospinning | Composite material | Nanofiber | Electrode | Lithography | Photolithography | Porosity | Microsphere | Engineering drawing | 3D printing | Inkwell | Pillar | Casting | Microfluidics,https://openalex.org/keywords/fabrication | https://openalex.org/keywords/electrospinning | https://openalex.org/keywords/composite-material | https://openalex.org/keywords/nanofiber | https://openalex.org/keywords/electrode | https://openalex.org/keywords/lithography | https://openalex.org/keywords/photolithography | https://openalex.org/keywords/porosity | https://openalex.org/keywords/microsphere | https://openalex.org/keywords/engineering-drawing | https://openalex.org/keywords/3d-printing | https://openalex.org/keywords/inkwell | https://openalex.org/keywords/pillar | https://openalex.org/keywords/casting | https://openalex.org/keywords/microfluidics,13.8983 | 0.2751 | 0.249513 | 0.240508 | 0.226915 | 0.194511 | 0.162922 | 0.147857 | 0.132505 | 0.128726 | 0.116693 | 0.108201 | 0.0960647 | 0.0925676 | 0.0874843,True,190,136,23,31,Fabrication / Electrospinning / Composite material,待主题范围审阅,NMF关键词主题,待主题范围审阅,188
N0077,76,Microgrid | Voltage droop | Automatic frequency control | Distributed generation | Distributed computing | Diesel generator | Synchronization (alternating current) | Frequency deviation | Voltage source | Inverter | Overcurrent | Engineering | Voltage regulator | Energy management | Testbed,https://openalex.org/keywords/microgrid | https://openalex.org/keywords/voltage-droop | https://openalex.org/keywords/automatic-frequency-control | https://openalex.org/keywords/distributed-generation | https://openalex.org/keywords/distributed-computing | https://openalex.org/keywords/diesel-generator | https://openalex.org/keywords/synchronization | https://openalex.org/keywords/frequency-deviation | https://openalex.org/keywords/voltage-source | https://openalex.org/keywords/inverter | https://openalex.org/keywords/overcurrent | https://openalex.org/keywords/engineering | https://openalex.org/keywords/voltage-regulator | https://openalex.org/keywords/energy-management | https://openalex.org/keywords/testbed,11.5688 | 1.14088 | 0.482395 | 0.386841 | 0.137384 | 0.13482 | 0.128962 | 0.103953 | 0.0908527 | 0.0877067 | 0.0869195 | 0.0844118 | 0.0825767 | 0.0753972 | 0.0698742,True,556,432,50,74,Microgrid / Voltage droop / Automatic frequency control,待主题范围审阅,NMF关键词主题,待主题范围审阅,560
N0078,77,Electrocatalyst | Oxygen reduction reaction | Reversible hydrogen electrode | Oxygen reduction | Physical chemistry | Palladium | Chemistry | Electrochemical energy conversion | Hydrogen peroxide | Exchange current density | Rotating disk electrode | Rotating ring-disk electrode | Hydrogen | Tungsten carbide | Electrochemistry,https://openalex.org/keywords/electrocatalyst | https://openalex.org/keywords/oxygen-reduction-reaction | https://openalex.org/keywords/reversible-hydrogen-electrode | https://openalex.org/keywords/oxygen-reduction | https://openalex.org/keywords/physical-chemistry | https://openalex.org/keywords/palladium | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/electrochemical-energy-conversion | https://openalex.org/keywords/hydrogen-peroxide | https://openalex.org/keywords/exchange-current-density | https://openalex.org/keywords/rotating-disk-electrode | https://openalex.org/keywords/rotating-ring-disk-electrode | https://openalex.org/keywords/hydrogen | https://openalex.org/keywords/tungsten-carbide | https://openalex.org/keywords/electrochemistry,15.0702 | 0.742078 | 0.449565 | 0.438363 | 0.413526 | 0.269331 | 0.191324 | 0.147591 | 0.119924 | 0.115072 | 0.112246 | 0.11004 | 0.108635 | 0.100137 | 0.0986165,True,216,149,35,32,Electrocatalyst / Oxygen reduction reaction / Reversible hydrogen electrode,待主题范围审阅,NMF关键词主题,待主题范围审阅,214
N0079,78,Photochemistry | Visible spectrum | Fluorescence | Carbazole | Radical | Carbon nanotube | Catalysis | Photosensitizer | Triphenylamine | Fluorene | Intramolecular force | Chromophore | Moiety | Singlet oxygen | Anthracene,https://openalex.org/keywords/photochemistry | https://openalex.org/keywords/visible-spectrum | https://openalex.org/keywords/fluorescence | https://openalex.org/keywords/carbazole | https://openalex.org/keywords/radical | https://openalex.org/keywords/carbon-nanotube | https://openalex.org/keywords/catalysis | https://openalex.org/keywords/photosensitizer | https://openalex.org/keywords/triphenylamine | https://openalex.org/keywords/fluorene | https://openalex.org/keywords/intramolecular-force | https://openalex.org/keywords/chromophore | https://openalex.org/keywords/moiety | https://openalex.org/keywords/singlet-oxygen | https://openalex.org/keywords/anthracene,9.28177 | 4.09862 | 1.57367 | 1.55485 | 1.49439 | 1.0585 | 0.639728 | 0.517712 | 0.505243 | 0.491107 | 0.461423 | 0.448906 | 0.436199 | 0.394845 | 0.371522,True,163,136,16,11,Photochemistry / Visible spectrum / Fluorescence,待主题范围审阅,NMF关键词主题,待主题范围审阅,165
N0080,79,Quantum dot | Quantum yield | Fluorescence | Colloid | Light-emitting diode | Nanotechnology | Quantum efficiency | Förster resonance energy transfer | Quantum | Molecular physics | Diode | Quenching (fluorescence) | Condensed matter physics | Photochemistry | Thioglycolic acid,https://openalex.org/keywords/quantum-dot | https://openalex.org/keywords/quantum-yield | https://openalex.org/keywords/fluorescence | https://openalex.org/keywords/colloid | https://openalex.org/keywords/light-emitting-diode | https://openalex.org/keywords/nanotechnology | https://openalex.org/keywords/quantum-efficiency | https://openalex.org/keywords/förster-resonance-energy-transfer | https://openalex.org/keywords/quantum | https://openalex.org/keywords/molecular-physics | https://openalex.org/keywords/diode | https://openalex.org/keywords/quenching | https://openalex.org/keywords/condensed-matter-physics | https://openalex.org/keywords/photochemistry | https://openalex.org/keywords/thioglycolic-acid,9.74711 | 2.54477 | 2.0387 | 1.87792 | 1.09091 | 0.971226 | 0.627931 | 0.306833 | 0.304621 | 0.234018 | 0.21261 | 0.197498 | 0.194554 | 0.191982 | 0.174555,True,150,134,6,10,Quantum dot / Quantum yield / Fluorescence,待主题范围审阅,NMF关键词主题,待主题范围审阅,118
